시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
대전광역시,서구,다온빛어린이집,가정,정상,35297,"대전광역시 서구 가장로 107 205동 104호 (가장동, 삼성래미안아파트)",042-365-1232,042-365-1235,4,125,0,4,6,20,16,36.334853028312494,127.38539477961603,미운영,,2007-12-03,,,
대전광역시,서구,늘소망어린이집,가정,폐지,35265,"대전광역시 서구 대덕대로 150 110동 109호 (갈마동, 큰마을아파트)",042-536-7498,042-536-7498,4,88,0,5,0,20,0,36.34507,127.37692,미운영,,2007-12-01,,,2017-02-28
대전광역시,유성구,구름빵어린이집,가정,폐지,34224,대전광역시 유성구 진잠로139번길 63 (교촌동),042-545-1012,--,4,85,0,2,0,20,0,36.2983216,127.3178281,운영,,2007-12-01,,,2017-04-28
대전광역시,유성구,키즈아이비어린이집,가정,폐지,34231,"대전광역시 유성구 진잠로42번길 30 104동 101호(원내동, 한아름아파트)",042-543-3366,--,3,84,0,4,0,19,0,36.29979999,127.316468,운영,,2007-11-23,,,2018-03-06
대전광역시,서구,베이비좋아어린이집,가정,정상,35381,"대전광역시 서구 관저로 184 1204동 101호 (관저동, 느리울마을아파트12단지)",042-545-7943,--,3,102,0,4,6,20,9,36.29785733,127.3420902,운영,,2007-11-22,,,
대전광역시,서구,킨더궁어린이집,가정,폐지,35205,"대전광역시 서구 청사로 281 210동 101호 (둔산동, 샘머리아파트2단지)",042-486-6922,042-486-6922,3,99,0,0,0,20,0,36.36176,127.39442,운영,,2007-11-22,,,2015-03-25
대전광역시,동구,아이숲어린이집,가정,폐지,34681,"대전광역시 동구 은어송로 100 504동 103호(가오동, 은어송마을5단지아파트)",042-274-2247,042-274-2247,4,95,0,4,0,18,0,36.30808975,127.4596387,운영,,2007-11-19,,,2016-03-11
대전광역시,서구,엄마품어린이집,가정,정상,35358,"대전광역시 서구 관저북로 80 213동 101호 (관저동, 원앙마을2단지아파트)",042-382-4321,-382-4321,3,79,2,4,7,18,13,36.30906853480399,127.33802201927052,운영,https://blog.naver.com/jyyjong,2007-11-16,,,
대전광역시,동구,해피아이어린이집,가정,폐지,34509,"대전광역시 동구 충정로 136 105동 103호(가양동, 대주파크빌)",042-322-6662,042-322-6662,4,81,0,4,0,18,0,36.34386907,127.4489074,미운영,,2007-11-15,,,2018-04-04
대전광역시,서구,파란하늘어린이집,가정,폐지,35202,"대전광역시 서구 만년남로 8 101동 103호 (만년동, 상록수아파트)",042-471-7959,--,3,79,0,4,0,15,0,36.36600138,127.3781209,미운영,,2007-11-13,,,2023-03-24
대전광역시,동구,삼익어린이집,가정,폐지,34698,"대전광역시 동구 대전로340번길 20 107동 101호(대성동, 삼익세라믹아파트)",042-331-4714,042-331-4714,4,85,0,4,0,15,0,36.29800498,127.460894,미운영,,2007-11-09,,,2019-08-26
대전광역시,서구,해바라기어린이집,민간,정상,35321,대전광역시 서구 도산로213번길 32 (변동),042-526-0009,042-526-0009,5,198,1,8,11,46,21,36.32820445,127.3780104,운영,,2007-11-01,,,
대전광역시,서구,마샤와곰어린이집,가정,폐지,35364,"대전광역시 서구 관저북로 14 403동 103호 (관저동, 원앙마을4단지아파트)",042-542-0022,042-542-0022,3,69,0,4,0,15,0,36.302452,127.33839,미운영,http://cafe.daum.net/5420022,2007-10-30,,,2018-01-15
대전광역시,서구,밝은뜰어린이집,가정,정상,35364,"대전광역시 서구 관저북로 14 401동 104호 (관저동, 원앙마을4단지아파트)",042-545-1469,--,4,50,0,4,8,18,7,36.30277394338187,127.3379614534731,미운영,,2007-10-29,,,
대전광역시,서구,푸른새싹어린이집,가정,폐지,35374,"대전광역시 서구 관저로 48 706동 101호(관저동, 구봉마을7단지)",042-541-5279,--,3,39,0,0,0,13,0,36.297302,127.327194,미운영,,2007-10-24,,,2015-06-03
대전광역시,유성구,행복한어린이집,가정,폐지,34219,"대전광역시 유성구 대정로28번길 50 101동 102호(대정동, 드리움1단지아파트)",042-544-6053,--,3,59,0,4,0,13,0,36.31651234,127.3317081,미운영,,2007-10-15,,,2023-05-23
대전광역시,중구,센트럴아이어린이집,민간,정상,34963,대전광역시 중구 계백로1716번길 87 센트럴아파트3단지내 (문화동),042-242-5579,--,5,120,1,7,6,34,9,36.31854993,127.4126832,미운영,,2007-10-10,,,
대전광역시,서구,맑고행복한어린이집,가정,정상,35375,"대전광역시 서구 관저서로 19 106동 104호 (관저동, 관저더샵아파트)",042-362-6410,--,4,100,0,5,8,20,14,36.29535463382828,127.3291904032083,미운영,,2007-10-10,,,
대전광역시,동구,행복꿈어린이집,가정,폐지,34538,"대전광역시 동구 한밭대로1237번길 52 13동 106호(용전동, 신동아)",042-626-2534,--,4,59,0,4,0,19,0,36.35848002,127.4372921,미운영,,2007-10-09,,,2023-03-27
대전광역시,서구,이솝어린이집,가정,폐지,35205,"대전광역시 서구 청사로 281 213동 102호 (둔산동, 샘머리아파트2단지)",042-487-4412,042-487-4412,3,105,0,4,0,20,0,36.36176,127.39442,미운영,,2007-10-09,,,2023-03-24
대전광역시,유성구,장대푸르지오어린이집,민간,폐지,34164,"대전광역시 유성구 장대로71번길 34 (장대동, 장대푸르지오아파트내)",042-823-7959,042-823-7954,4,80,1,8,0,30,0,36.36729859,127.3351665,미운영,,2007-10-08,,,2024-07-01
대전광역시,동구,아이존 어린이집,가정,폐지,34555,"대전광역시 동구 동산초교로 46 107동 103호(홍도동, 파밀리에아파트)",042-631-6949,050-4059-0957,4,85,0,4,0,20,0,36.34806046,127.4254931,미운영,,2007-10-05,,,2021-09-13
대전광역시,동구,장수어린이집,가정,폐지,34675,"대전광역시 동구 동부로10번길 55 103동 102호(판암동, 삼정그린코아포레스트아파트)",042-633-4625,042-633-4625,4,53,0,4,0,19,0,36.34806046,127.4254931,운영,bys2640@hanmail.net,2007-10-05,,,2019-09-23
대전광역시,유성구,꼬마숲엔젤어린이집,가정,폐지,34219,"대전광역시 유성구 대정로28번길 50 103동 106호(대정동, 드리움1단지아파트)",042-542-7942,042-381-7943,3,84,0,4,0,19,0,36.31589984,127.3319316,미운영,,2007-10-02,,,2018-12-28
대전광역시,동구,예닮어린이집,가정,폐지,34695,"대전광역시 동구 동구청로 67 103동 102호(가오동, 은어송마을1단지아파트)",042-286-0955,042-286-0955,3,108,0,4,0,18,0,36.31113628,127.4555309,운영,,2007-09-21,,,2018-11-30
대전광역시,서구,토토로어린이집,가정,폐지,35228,"대전광역시 서구 둔산로 15 118동 105호 (둔산동, 향촌아파트)",042-482-3655,--,3,59,0,4,0,20,0,36.35345571,127.4022399,운영,,2007-09-19,,,2023-03-30
대전광역시,유성구,꼬망어린이집,민간,폐지,305335,대전광역시 유성구 문화원로46번길 12 (궁동),042-825-6620,--,4,96,2,0,0,21,0,36.35957709,127.3405906,미운영,,2007-09-14,,,2013-04-29
대전광역시,유성구,KB대전어린이집,직장,폐지,34077,대전광역시 유성구 지족로364번길 92 국민은행콜센터내 (지족동),042-826-3463,042-826-3396,3,140,1,12,0,49,0,36.3835879854521,127.31825185927185,미운영,www.puruni.com,2007-09-14,,,2022-03-07
대전광역시,대덕구,푸른정원어린이집,가정,폐지,34407,"대전광역시 대덕구 동춘당로 151 111동 103호(법동, 그린아파트)",042-335-6678,--,4,80,0,4,0,20,0,36.36680555,127.4351573,미운영,,2007-09-10,,,2023-08-01
대전광역시,동구,도담도담어린이집,가정,폐지,34695,"대전광역시 동구 동구청로 67 102동 102호(가오동, 은어송마을1단지아파트)",042-321-4930,042-321-4930,4,68,0,4,0,20,0,36.30474539,127.4572934,운영,,2007-09-07,,,2023-03-27
대전광역시,동구,튼튼어린이집,가정,폐지,34695,"대전광역시 동구 동구청로 67 102동 101호(가오동, 은어송마을1단지아파트)",042-285-0510,042-321-0521,4,84,0,4,0,18,0,36.30474539,127.4572934,운영,,2007-09-07,,,2023-03-27
대전광역시,서구,비젼어린이집,민간,폐지,302809,대전 서구 갈마2동 344-24번지 ,042-522-8084,042-522-8084,0,0,0,0,0,61,0,,,,,2007-09-07,,,2008-06-30
대전광역시,중구,센트럴키즈어린이집,민간,정상,34962,대전광역시 중구 서문로 96 센트럴파크 2단지 관리동 (문화동),042-252-7220,--,4,170,0,5,9,30,17,36.31712896,127.4096335,운영,,2007-09-05,,,
대전광역시,서구,다원어린이집,민간,정상,35394,대전광역시 서구 정림로66번길 39 (정림동),042-583-3349,042-583-3349,6,318,1,8,10,74,27,36.30705123,127.3671848,운영,,2007-09-04,,,
대전광역시,유성구,어은키즈어린이집,가정,정상,34140,"대전광역시 유성구 어은로 57 138동 101호(어은동, 한빛아파트)",042-867-8461,042-867-8461,4,144,2,6,9,20,20,36.36373177,127.3576245,미운영,,2007-08-31,,,
대전광역시,유성구,좋은친구어린이집,가정,정상,34011,"대전광역시 유성구 구즉로 25 310동 106호(송강동, 송강그린아파트)",042-934-7941,042-933-7941,3,98,0,4,7,20,14,36.432846,127.3819,미운영,,2007-08-30,,,
대전광역시,서구,동학사은아어린이집,민간,폐지,302802,대전 서구 가수원동 769-2 ,042-541-3059,042-541-3059,3,166,0,0,0,38,0,,,,,2007-08-29,,,2011-03-09
대전광역시,서구,우리아이들어린이집,가정,폐지,35205,"대전광역시 서구 청사로 281 219동 103호 (둔산동, 샘머리아파트2단지)",042-320-7320,--,3,54,0,0,0,19,0,36.36176,127.39442,미운영,,2007-08-28,,,2014-08-26
대전광역시,유성구,다니엘어린이집,가정,정상,34053,대전광역시 유성구 전민로 71 101동 103호  전민동 삼성푸른아파트,042-861-8414,042-861-8414,4,111,1,5,13,20,17,36.39902586,127.398793,미운영,,2007-08-27,,,
대전광역시,유성구,네오미아어린이집,민간,정상,34023,"대전광역시 유성구 배울2로 78 (관평동, 테크노밸리6단지아파트내)",042-671-1212,042-671-1212,3,144,0,3,9,32,28,36.41917017163003,127.389560784111,미운영,,2007-08-24,,,
대전광역시,유성구,펀키즈스쿨어린이집,가정,폐지,305759,대전 유성구 하기동 송림마을아파트 우미 2단지 206동 102호 ,042-334-3434,--,0,0,0,0,0,19,0,,,,,2007-08-16,,,2009-06-09
대전광역시,동구,별초롱은초롱어린이집,가정,폐지,34660,"대전광역시 동구 용운로 80 301동 101호(용운동, 용방마을아파트)",042-286-1106,042-286-1106,4,108,1,4,0,18,0,36.32648977,127.4525215,미운영,,2007-08-14,,,2020-03-31
대전광역시,동구,하늘채어린이집,민간,폐지,34696,대전광역시 동구 동구청로 35 하늘채아파트 관리동1층 (대성동),042-282-3366,042-272-3365,6,241,1,8,0,61,0,36.30186734,127.45841,운영,,2007-08-14,,,2022-12-03
대전광역시,동구,꾸미피어어린이집,가정,정상,34695,"대전광역시 동구 동구청로 67 106동 101호(가오동, 은어송마을1단지아파트)",042-383-2636,042-286-1121,4,84,0,4,9,18,12,36.30474539,127.4572934,미운영,,2007-08-07,,,
대전광역시,동구,파란나라어린이집,가정,폐지,34695,"대전광역시 동구 동구청로 67 108동 102호(가오동, 은어송마을1단지아파트)",042-285-7025,042-285-7025,4,110,0,4,0,18,0,36.30474539,127.4572934,미운영,,2007-08-03,,,2018-11-23
대전광역시,유성구,소라어린이집,가정,폐지,34032,"대전광역시 유성구 배울1로 119 1205동 103호(용산동, 테크노밸리12단지아파트)",042-320-7324,--,4,84,0,0,0,20,0,36.41767411,127.3932468,미운영,,2007-07-19,,,2014-02-28
대전광역시,동구,리틀피카소어린이집,가정,정상,34639,"대전광역시 동구 계족로 65 104동 101호(인동, 어진마을아파트)",042-286-1600,042-286-1600,4,85,0,4,6,18,13,36.32137051,127.4423491,미운영,,2007-07-13,,,
대전광역시,동구,예뜰어린이집,가정,폐지,34703,대전광역시 동구 산내로1308번길 3-42 (낭월동),042-284-0955,042-284-0955,4,165,0,8,0,20,0,36.2810845395514,127.47015822252979,미운영,,2007-07-12,,,2018-11-29
대전광역시,동구,해바라기어린이집,민간,폐지,34659,대전광역시 동구 대동초등5길 5 (대동),042-272-7799,042-272-7799,4,333,0,6,0,39,0,36.32577697,127.4476426,운영,,2007-07-11,,,2023-03-31
대전광역시,동구,하늘땅어린이집,가정,폐지,34538,"대전광역시 동구 한밭대로1237번길 52 9동 101호(용전동, 신동아)",042-335-1279,042-673-1279,5,130,0,4,0,20,0,36.35801732,127.4322625,미운영,http://cafe.daum.net/specialbaby101,2007-07-06,,,2018-11-23
대전광역시,대덕구,무지개어린이집,민간,폐지,34310,대전광역시 대덕구 신탄진동로35번길 16 (신탄진동),042-935-9235,--,5,114,0,5,0,42,0,36.44875517148983,127.43326990166632,운영,,2007-07-06,,,2020-12-04
대전광역시,동구,어진아이꿈어린이집,민간,폐지,34639,"대전광역시 동구 계족로 65 주민관리동(인동, 어진마을아파트)",042-320-5558,042-320-5558,4,72,0,8,0,23,0,36.32137051,127.4423491,미운영,,2007-07-03,,,2025-07-01
대전광역시,동구,행복나무어린이집,가정,폐지,34639,"대전광역시 동구 계족로 65 104동 104호(인동, 어진마을아파트)",042-283-2226,--,4,85,0,4,0,18,0,36.32137051,127.4423491,미운영,,2007-07-03,,,2018-05-14
대전광역시,동구,데이지어린이집,민간,정상,34653,대전광역시 동구 늘들길 16 (용운동),042-286-5500,042-284-4001,11,521,1,16,20,175,63,36.32868002,127.4527635,운영,kidslove5500.kidsnote.ac,2007-06-29,,,
대전광역시,동구,어진마을 어린이집,민간,폐지,34639,대전광역시 동구 계족로 65 어진마을아파트 주민복지관 (인동),042-284-2800,042-284-2803,4,148,0,4,0,30,0,36.32137051,127.4423491,미운영,,2007-06-28,,,2023-06-15
대전광역시,유성구,행복어린이집,가정,폐지,34010,"대전광역시 유성구 송강로 15 101동 107호(송강동, 한솔아파트)",042-935-2129,042-933-5205,4,50,0,4,0,18,0,36.44042234,127.3837918,미운영,,2007-06-26,,,2022-04-04
대전광역시,유성구,꿈빛나무어린이집,가정,폐지,34067,"대전광역시 유성구 반석서로 98 606동 104호(반석동, 반석마을6단지아파트)",042-823-7668,--,3,84,0,0,0,19,0,36.38899711,127.2943779,미운영,,2007-06-13,,,2016-09-01
대전광역시,동구,하늘빛어린이집,가정,폐지,34698,"대전광역시 동구 대전로340번길 20 (대성동,삼익103-101)",042-284-7588,042-284-7588,4,84,0,4,0,17,0,36.29800498,127.460894,운영,,2007-06-11,,,2021-04-20
대전광역시,서구,꼬마사랑어린이집,가정,정상,35285,"대전광역시 서구 동서대로 967 2동 101호 (내동, 코오롱아파트)",042-527-0849,042-527-0849,4,79,0,4,5,19,12,36.33579986,127.370039,미운영,,2007-06-04,,,
대전광역시,동구,금비어린이집,민간,폐지,300050,대전 동구 가오동 556 은어송 5단지 관리동 ,042-285-5252,042-285-5252,4,141,0,0,0,27,0,,,,,2007-06-01,,,2010-08-13
대전광역시,서구,꼬마노벨어린이집,가정,폐지,35404,"대전광역시 서구 복수북로 42 302동 103호 (복수동, 삼익목화아파트)",042-586-0898,042-586-0898,3,99,0,4,0,19,0,36.30828374453528,127.37485113276116,미운영,,2007-06-01,,,2019-11-21
대전광역시,서구,지산어린이집,민간,정상,35342,대전광역시 서구 배재로233번길 42 (변동),042-528-5656,070-8233-5656,5,159,0,10,0,39,0,36.33026495,127.3689441,미운영,,2007-05-16,,,
대전광역시,대덕구,아기백조어린이집,가정,폐지,306758,대전 대덕구 법2동 그린아파트 102동 104호 ,016-9500-4451,--,0,0,0,0,0,5,0,,,,,2007-05-14,,,2019-03-27
대전광역시,유성구,고은햇살어린이집,가정,폐지,34227,대전광역시 유성구 원내로39번길 77 (원내동),042-545-0218,042-545-0218,4,101,0,0,0,19,0,36.30287989,127.3201645,미운영,,2007-05-10,,,2015-09-11
대전광역시,동구,신나는어린이집,가정,폐지,34696,"대전광역시 동구 동구청로 35 201동 102호(대성동, 은어송마을2단지아파트)",042-272-1867,042-272-1867,5,85,0,5,0,20,0,36.30186734,127.45841,미운영,,2007-05-07,,,2020-03-27
대전광역시,동구,하몬어린이집,가정,폐지,34696,"대전광역시 동구 동구청로 35 207동 104호(대성동, 은어송마을코오롱하늘채2단지아파트)",042-286-8846,042-286-8846,4,54,0,4,0,19,0,36.29391163,127.4611292,미운영,,2007-05-07,,,2025-03-27
대전광역시,동구,하늘채아이마루어린이집,민간,정상,34698,대전광역시 동구 대전로340번길 15 105동(관리동) 1층,042-286-6788,042-286-6788,4,59,1,4,7,21,15,36.29890212779872,127.46046086048779,미운영,,2007-05-07,,,
대전광역시,동구,아이하늘채어린이집,가정,정상,34696,"대전광역시 동구 동구청로 35 201동 103호(대성동, 은어송마을2단지아파트)",042-286-3533,0504-423-1872,4,84,0,4,7,18,13,36.30186734,127.45841,미운영,,2007-05-07,,,
대전광역시,동구,아이플레이어린이집,가정,정상,34696,"대전광역시 동구 동구청로 35 203동 104호(대성동, 은어송마을2단지아파트)",042-285-5677,--,4,50,0,4,8,18,17,36.30186734,127.45841,미운영,dkdl203104@naver.com,2007-05-07,,,
대전광역시,동구,우리아이어린이집,가정,폐지,34696,"대전광역시 동구 동구청로 35 203동 101호(대성동, 은어송마을코오롱하늘채2단지아파트)",042-285-3319,042-285-3319,4,85,0,4,0,18,0,36.29470836,127.4605337,운영,,2007-05-04,,,2021-03-26
대전광역시,동구,예뜰어린이집,민간,폐지,34703,대전광역시 동구 산내로1308번길 3-42 (낭월동),042-284-0955,042-286-3008,8,168,0,7,0,49,0,36.28908662,127.4640045,운영,,2007-05-04,,,2020-10-27
대전광역시,동구,도시락자연어린이집,민간,폐지,300050,대전 동구 가오동 496번지 은어송마을3단지 관리동 ,042-286-7786,042-286-7788,4,141,0,0,0,23,0,,,,,2007-05-04,,,2010-09-08
대전광역시,중구,아기천사어린이집,가정,폐지,34961,"대전광역시 중구 서문로 95 103동 102호(문화동, 센트럴파크1단지아파트)",042-226-0377,042-226-0377,4,84,0,4,0,20,0,36.316624744484145,127.40612626737298,미운영,atm2005@naver.com,2007-04-30,,,2024-03-08
대전광역시,중구,글꽃어린이집,가정,정상,34963,"대전광역시 중구 계백로1716번길 87 303동 103호(문화동, 센트럴파크3단지아파트)",042-524-1961,042-524-1961,4,101,0,4,6,20,8,36.31854993,127.4126832,미운영,,2007-04-30,,,
대전광역시,유성구,송강별어린이집,가정,폐지,34007,대전광역시 유성구 봉산로46번길 23 (봉산동),042-931-0720,042-0-0,3,119,0,4,0,19,0,36.43818758,127.3873507,미운영,seraphim1107@naver.om,2007-04-27,,,2020-03-25
대전광역시,서구,빛나어린이집,가정,폐지,35371,"대전광역시 서구 관저로 51 508동 103호 (관저동, 구봉마을5단지)",042-544-5253,--,3,108,0,4,0,19,0,36.300293,127.32851,운영,,2007-04-26,,,2023-04-03
대전광역시,서구,대교대전어린이집,직장,폐지,35229,대전광역시 서구 대덕대로 239 대교 눈높이센터 (둔산동),042-479-4600,042-479-4609,4,420,1,6,0,65,0,36.35423354,127.3789231,미운영,child.edupia.com,2007-04-26,,,2021-02-28
대전광역시,중구,예원어린이집,가정,폐지,34896,"대전광역시 중구 평촌로 93 101동 102호(태평동, 쌍용예가)",042-252-1114,042-252-1118,4,84,1,4,0,20,0,36.32270877911148,127.39674896155222,미운영,,2007-04-23,,,2026-01-01
대전광역시,유성구,샘솟는어린이집,민간,정상,34171,대전광역시 유성구 문화원로6번길 59 1층 (장대동),042-824-7999,070-8650-8079,4,160,0,4,7,31,11,36.35947915,127.3373846,운영,,2007-04-19,,,
대전광역시,유성구,그린키즈어린이집,가정,폐지,34011,"대전광역시 유성구 구즉로 25 310동 104호(송강동, 송강그린아파트)",042-361-3886,042-361-3886,4,84,0,4,0,19,0,36.432846,127.3819,미운영,,2007-04-19,,,2019-03-11
대전광역시,중구,온새미어린이집,가정,폐지,34955,대전광역시 중구 계룡로918번길 30-9 ,042-242-0099,042-242-0809,6,67,0,7,0,20,0,36.3204005,127.4129288,운영,,2007-04-18,,,2023-03-07
대전광역시,중구,바움어린이집,가정,폐지,34962,"대전광역시 중구 서문로 96 208동 101호(문화동, 센트럴파크2단지아파트)",042-221-6100,--,4,128,0,4,0,20,0,36.31712896,127.4096335,운영,,2007-04-16,,,2019-03-14
대전광역시,중구,해피트리어린이집,가정,폐지,34963,"대전광역시 중구 계백로1716번길 87 305동 103호(문화동, 센트럴파크3단지아파트)",042-383-9911,042-383-9911,4,84,0,4,0,20,0,36.31856714274541,127.41260068342842,미운영,,2007-04-16,,,2024-03-19
대전광역시,유성구,달님안녕어린이집,가정,폐지,34022,"대전광역시 유성구 배울1로 13 204동 104호(관평동, 테크노밸리2단지아파트)",042-361-4669,--,4,101,0,4,0,20,0,36.43379828,127.3941786,미운영,,2007-04-15,,,2019-03-11
대전광역시,동구,샛별 어린이집,가정,폐지,34576,대전광역시 동구 계족로382번길 147 (가양동),042-623-9744,042-623-9744,2,24,0,0,0,8,0,36.34645422,127.4410317,미운영,hasuk0515@naver.com,2007-04-12,,,2016-03-09
대전광역시,중구,센트럴파크어린이집,가정,폐지,34962,"대전광역시 중구 서문로 96 207동 103호(문화동, 센트럴파크2단지아파트)",042-222-1928,042-222-1928,4,70,0,5,0,20,0,36.317349130543526,127.40908096990731,미운영,,2007-04-12,,,2026-01-01
대전광역시,서구,은비어린이집,가정,폐지,35210,"대전광역시 서구 청사로 5 104동 107호 (월평동, 하나로아파트)",042-486-9430,--,3,69,0,0,0,14,0,36.36090948,127.3649473,미운영,,2007-04-12,,,2016-03-17
대전광역시,서구,애플비어린이집,가정,정상,35397,"대전광역시 서구 정림로 55 115동 103호 (정림동, 우성아파트)",042-587-6988,042-587-6989,4,148,0,5,8,20,15,36.30489703,127.364256,운영,,2007-04-12,,,
대전광역시,동구,현암어린이집,민간,폐지,34611,대전광역시 동구 우암로147번길 15 (삼성동),042-637-0456,042-637-0456,4,142,0,6,0,39,0,36.3405482294,127.4338415889,운영,,2007-04-11,,,2018-02-05
대전광역시,유성구,화인어린이집,가정,폐지,34226,"대전광역시 유성구 진잠로149번길 30 205동 104호(교촌동, 미메이드아파트)",042-545-5444,--,4,84,2,4,0,19,0,36.30201463,127.3132142,미운영,http//fine.mypepe.com,2007-04-10,,,2018-03-28
대전광역시,동구,도시락퍼포먼스어린이집,민간,정상,34569,대전광역시 동구 대전로 935 관리동 1층 (삼성동),042-621-1489,042-631-7781,4,136,0,4,6,26,17,36.34072356,127.4242136,운영,,2007-04-04,,,
대전광역시,유성구,푸른솔어린이집,가정,폐지,34011,"대전광역시 유성구 구즉로 25 315동 104호(송강동, 송강그린아파트)",042-364-0733,--,3,84,2,4,0,19,0,36.432846,127.3819,미운영,,2007-04-04,,,2017-11-10
대전광역시,동구,자연어린이집,가정,폐지,34681,"대전광역시 동구 은어송로 100 504동 107호(가오동, 은어송마을5단지아파트)",042-272-5008,--,4,99,0,4,0,18,0,36.30808975,127.4596387,운영,,2007-04-02,,,2017-04-11
대전광역시,동구,햇살가득어린이집,가정,폐지,34681,"대전광역시 동구 은어송로 100 508동 102호(가오동, 은어송마을5단지아파트)",042-286-0020,042-286-0020,4,128,0,4,0,20,0,36.30878536981185,127.45999008045871,미운영,,2007-04-02,,,2023-03-27
대전광역시,동구,너랑나랑어린이집,가정,폐지,34681,"대전광역시 동구 은어송로 100 504동 102호(가오동, 은어송마을5단지아파트)",042-369-0677,042-369-0677,4,83,1,4,0,17,0,36.30792128,127.4578615,미운영,kimdibs@hanmail.net,2007-04-02,,,2022-03-23
대전광역시,유성구,사랑샘어린이집,가정,폐지,305509,대전 유성구 관평동 쌍용아파트406동101호 ,011-404-4799,--,0,0,0,0,0,19,0,,,,,2007-04-02,,,
대전광역시,유성구,선사어린이집,가정,정상,34078,대전광역시 유성구 북유성대로155번길 45-14 (지족동),042-824-9913,042-822-9905,5,163,1,5,6,20,15,36.38008164,127.3212062,운영,,2007-04-02,,,
대전광역시,유성구,아띠해맑은어린이집,가정,폐지,34090,"대전광역시 유성구 은구비남로 56 909동 105호(노은동, 열매마을9단지아파트)",042-823-7113,042-823-7113,4,84,0,4,0,20,0,36.37080217,127.3194024,미운영,smkim8438@naver.com,2007-03-29,,,2025-04-30
대전광역시,서구,정다운어린이집,가정,폐지,35404,"대전광역시 서구 복수중로 38 201동102호 (복수동,삼익목화아파트)",042-582-5411,--,4,108,1,4,0,17,0,36.3071117,127.3735335,미운영,,2007-03-22,,,2018-04-04
대전광역시,유성구,사랑모아어린이집,가정,정상,34049,"대전광역시 유성구 엑스포로 448 202동 102호(전민동, 엑스포아파트)",042-867-2194,--,4,84,0,4,7,20,14,36.39916018,127.4027529,미운영,frog-frog@nate.com,2007-03-21,,,
대전광역시,서구,하람어린이집,가정,정상,35335,"대전광역시 서구 도산로 79 1108동 106호 (도마동, 도마호반써밋그랜드센트럴))",042-544-9809,042-352-9995,4,155,0,5,9,20,19,36.31393529388092,127.37706624781725,미운영,,2007-03-19,,,
대전광역시,서구,마루미어린이집,민간,폐지,35404,"대전광역시 서구 복수중로 30 관리사무소내 (복수동, 오량마을마루미아파트)",042-583-8603,--,3,120,0,3,0,28,0,36.30675171,127.376907,미운영,,2007-03-19,,,2020-01-01
대전광역시,대덕구,은하수어린이집,가정,폐지,34399,"대전광역시 대덕구 동춘당로 160 102동 106호(법동, 삼익소월아파트)",042-636-6320,--,4,52,0,4,0,18,0,36.36902079,127.4345829,운영,cafe.daum.net/milkyway6320,2007-03-16,,,2023-03-01
대전광역시,대덕구,새싹어린이집,가정,폐지,34401,"대전광역시 대덕구 동춘당로114번길 60 304동 105호(송촌동, 선비마을3단지아파트)",042-672-3955,--,4,86,0,5,0,19,0,36.36777582,127.4410185,미운영,,2007-03-13,,,2022-03-25
대전광역시,서구,황토어린이집,가정,폐지,35344,"대전광역시 서구 배재로 185 105동 101호 (도마동,대아아파트)",042-824-5279,042-824-5279,3,97,0,4,0,19,0,36.32478212665348,127.36919695394164,운영,,2007-03-12,,,2021-03-14
대전광역시,서구,사랑꽃어린이집,가정,폐지,35407,"대전광역시 서구 복수동로 21-20 204동 102호 (복수동, 초록마을2단지아파트)",042-364-5325,042-364-5325,4,102,0,4,0,20,0,36.30216022857712,127.38026833218599,미운영,,2007-03-12,,,2024-01-31
대전광역시,유성구,브니엘아동연구원어린이집,민간,폐지,305156,대전 유성구 외삼동 236번지 ,042-825-7275,--,0,0,0,0,0,49,0,,,,,2007-03-12,,,2008-02-28
대전광역시,대덕구,비래영아어린이집,민간,폐지,34417,대전광역시 대덕구 비래동로7번길 4 (비래동),042-626-1930,042-636-1930,7,196,2,8,0,68,0,36.35505395,127.4489957,운영,,2007-03-09,,,2023-03-08
대전광역시,유성구,하늘빛어린이집,가정,폐지,34120,"대전광역시 유성구 가정로 65 103동 102호(신성동, 대림두레아파트)",042-365-0308,042-365-0308,3,54,0,4,0,19,0,36.38650823,127.3515196,미운영,http//:club.cyworld.com,2007-03-08,,,2022-04-14
대전광역시,유성구,그린어린이집,가정,폐지,34011,"대전광역시 유성구 구즉로 25 311동 104호(송강동, 송강그린아파트)",042-365-5212,--,4,84,0,4,0,19,0,36.432846,127.3819,운영,,2007-03-06,,,2019-03-11
대전광역시,동구,아이조아어린이집,가정,폐지,300172,대전 동구 삼성2동 한밭자이@104동 101호 ,042-625-0064,--,0,0,0,0,0,17,0,,,,,2007-03-05,,,2008-07-02
대전광역시,중구,우리꼬마숲  어린이집,가정,폐지,34895,"대전광역시 중구 평촌로 111 101동 102호(태평동, 태평아파트)",042-522-0608,--,4,84,1,4,0,18,0,36.32390155,127.3992636,미운영,http:www.littleforest.co.kr/home/taepyeong,2007-03-02,,,2020-11-27
